     	proc  	id   	;    	begin  	end   	*    	record integer 	real  	[    	num   	]    	=    	+    	(    	)    	-    	or   	and   	not   	true  	false  	<    	<=   	==   	!=   	>    	>=   	if   	then  	else  	while  	do   	call  	,    	$    	P'   	P    	S    	D    	T    	X    	C    	N1   	N2   	E    	E1   	E2   	L    	B    	B1   	B2   	R    	S1   	S2   	S0   	S3   	M0   	M    	N    	EL   
395   	     	     	     	s2   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	s228  	     	     	s3   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	388   	387   	     	     	     	     	     	     
396   	     	     	s353  	     	s397  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
397   	     	r50   	r50   	r50   	r50   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r50   	     	     	r50   	     	r50   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
398   	     	r47   	r47   	r47   	r47   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r47   	     	     	r47   	     	r47   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
399   	     	     	s353  	     	s400  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
400   	     	r52   	r52   	r52   	r52   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r52   	     	     	r52   	     	r52   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
401   	     	     	s353  	     	s402  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
402   	     	r52   	     	r52   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r52   	     	     	r52   	     	r52   	     	r52   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
403   	     	r56   	     	     	     	     	     	     	     	     	r56   	     	     	     	r56   	     	r56   	     	     	r56   	r56   	r56   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	404   	     	     
404   	     	s56   	     	     	     	     	     	     	     	     	s55   	     	     	     	s108  	     	s60   	     	     	s210  	s73   	s72   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	74   	71   	64   	5    	405   	220   	211   	     	     	     	     	     	     	     	     	     
405   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	s222  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	s406  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
406   	     	     	     	r56   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	407   	     	     
407   	     	     	     	s408  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	411   	     	     	     	     	     
408   	     	s342  	     	s2   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	s228  	     	     	s3   	     	s278  	     	     	     	     	349   	     	     	     	     	     	     	     	     	     	312   	     	     	     	     	311   	310   	     	409   	     	     	     	     
409   	     	     	s353  	     	s410  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
410   	     	r50   	     	r50   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r50   	     	     	r50   	     	r50   	     	r50   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
411   	     	r47   	     	r47   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r47   	     	     	r47   	     	r47   	     	r47   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
